Country;Year;ISO3166_alpha3;ISO3166_numeric;Region;SubRegion;OPEC;EU;OECD;CIS;Var;Value
Algeria;1965;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;1,289
Algeria;1966;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;1,693
Algeria;1967;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;1,578
Algeria;1968;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;1,682
Algeria;1969;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;1,775
Algeria;1970;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;2,032
Algeria;1971;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;2,288
Algeria;1972;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;2,514
Algeria;1973;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;2,739
Algeria;1974;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;3,036
Algeria;1975;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;3,378
Algeria;1976;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;3,877
Algeria;1977;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;4,4
Algeria;1978;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;4,521
Algeria;1979;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;5,42
Algeria;1980;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;5,469
Algeria;1981;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;5,889
Algeria;1982;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;6,245
Algeria;1983;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;7,011
Algeria;1984;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;7,76
Algeria;1985;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;7,966
Algeria;1986;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;8,078
Algeria;1987;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;8,158
Algeria;1988;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;8,168
Algeria;1989;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;8,553
Algeria;1990;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;9,156
Algeria;1991;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;9,069
Algeria;1992;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;9,113
Algeria;1993;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;9,079
Algeria;1994;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;8,67
Algeria;1995;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;8,433
Algeria;1996;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;8,06
Algeria;1997;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;7,986
Algeria;1998;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;8,217
Algeria;1999;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;8,11
Algeria;2000;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;8,483
Algeria;2001;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;8,782
Algeria;2002;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;9,734
Algeria;2003;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;10,125
Algeria;2004;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;10,59
Algeria;2005;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;11,034396
Algeria;2006;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;11,5159
Algeria;2007;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;12,90056632
Algeria;2008;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;14,020728
Algeria;2009;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;14,868
Algeria;2010;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;14,975
Algeria;2011;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;15,826
Algeria;2012;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;16,817
Algeria;2013;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;17,565
Algeria;2014;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;18,275
Algeria;2015;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;19,4626
Algeria;2016;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;18,9165
Algeria;2017;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;18,5683
Algeria;2018;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;18,7448
Algeria;2019;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;19,52315
Algeria;2020;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;17,4696
Algeria;2021;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;18,21379
Algeria;2022;DZA;12;Africa;Northern Africa;1;0;0;0;oilcons_mt;19,63569428
Argentina;1965;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;23,39992766
Argentina;1966;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;24,12796293
Argentina;1967;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;24,69306168
Argentina;1968;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;25,20985233
Argentina;1969;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;26,13545051
Argentina;1970;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;23,57779771
Argentina;1971;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;25,09
Argentina;1972;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;24,961
Argentina;1973;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;25,109
Argentina;1974;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;25,183
Argentina;1975;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;23,769
Argentina;1976;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;24,567
Argentina;1977;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;25,83
Argentina;1978;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;25,071
Argentina;1979;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;27,004
Argentina;1980;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;25,043
Argentina;1981;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;23,437
Argentina;1982;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;22,297
Argentina;1983;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;22,64
Argentina;1984;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;21,551
Argentina;1985;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;20,073
Argentina;1986;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;21,029
Argentina;1987;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;22,451
Argentina;1988;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;22,681
Argentina;1989;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;20,827
Argentina;1990;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;19,388
Argentina;1991;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;20,191
Argentina;1992;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;21,219
Argentina;1993;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;20,798
Argentina;1994;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;21,978
Argentina;1995;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;21,889
Argentina;1996;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;21,862
Argentina;1997;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;23,21
Argentina;1998;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;23,926
Argentina;1999;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;24,349
Argentina;2000;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;22,384
Argentina;2001;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;20,645
Argentina;2002;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;19,671
Argentina;2003;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;20,064
Argentina;2004;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;21,479
Argentina;2005;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;22,499875
Argentina;2006;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;23,67961126
Argentina;2007;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;26,32824221
Argentina;2008;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;26,61282743
Argentina;2009;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;25,34600548
Argentina;2010;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;27,61120399
Argentina;2011;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;28,60531877
Argentina;2012;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;30,43082929
Argentina;2013;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;32,3239353
Argentina;2014;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;32,13119554
Argentina;2015;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;32,75938446
Argentina;2016;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;31,66725748
Argentina;2017;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;31,35152394
Argentina;2018;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;29,85496803
Argentina;2019;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;27,12817191
Argentina;2020;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;24,37051244
Argentina;2021;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;30,02609549
Argentina;2022;ARG;32;S. & Cent. America;South America;0;0;0;0;oilcons_mt;31,94739674
Australia;1965;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;16,815
Australia;1966;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;18,002
Australia;1967;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;19,729
Australia;1968;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;21,49
Australia;1969;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;22,058
Australia;1970;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;24,412
Australia;1971;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;25,692
Australia;1972;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;26,13
Australia;1973;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;27,863
Australia;1974;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;29,517
Australia;1975;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;29,136
Australia;1976;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;29,779
Australia;1977;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;31,192
Australia;1978;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;31,71085751
Australia;1979;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;32,10875997
Australia;1980;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;30,57207105
Australia;1981;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;30,12066895
Australia;1982;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;29,61992451
Australia;1983;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;26,37361143
Australia;1984;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;27,31134912
Australia;1985;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;27,40612448
Australia;1986;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;26,96152349
Australia;1987;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;27,72843067
Australia;1988;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;28,94779615
Australia;1989;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;30,10862934
Australia;1990;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;30,78310338
Australia;1991;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;29,74926396
Australia;1992;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;30,39479375
Australia;1993;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;31,34673574
Australia;1994;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;32,45907575
Australia;1995;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;35,24791883
Australia;1996;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;36,18161552
Australia;1997;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;36,748715
Australia;1998;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;36,71766089
Australia;1999;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;37,57712994
Australia;2000;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;37,55422749
Australia;2001;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;37,63800532
Australia;2002;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;38,02970905
Australia;2003;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;37,83890493
Australia;2004;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;38,76226457
Australia;2005;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;39,35465218
Australia;2006;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;40,57386861
Australia;2007;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;41,56403836
Australia;2008;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;42,10689665
Australia;2009;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;41,39905592
Australia;2010;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;42,65679692
Australia;2011;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;44,97948813
Australia;2012;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;46,16367172
Australia;2013;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;47,53147549
Australia;2014;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;47,319036
Australia;2015;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;46,90348619
Australia;2016;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;46,97524547
Australia;2017;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;49,33884618
Australia;2018;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;50,24242012
Australia;2019;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;49,76130909
Australia;2020;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;43,0333733
Australia;2021;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;44,14554209
Australia;2022;AUS;36;Asia Pacific;Asia Pacific;0;0;1;0;oilcons_mt;47,28520396
Austria;1965;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;5,561
Austria;1966;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;6,116
Austria;1967;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;6,513
Austria;1968;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;7,536
Austria;1969;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;8,278
Austria;1970;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;9,097
Austria;1971;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;10,156
Austria;1972;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;10,957
Austria;1973;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,866
Austria;1974;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;10,613
Austria;1975;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;10,713
Austria;1976;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,65
Austria;1977;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,141
Austria;1978;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12
Austria;1979;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,504
Austria;1980;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,188
Austria;1981;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,046
Austria;1982;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;10,469
Austria;1983;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;10,109
Austria;1984;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;9,82
Austria;1985;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;9,835
Austria;1986;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;10,377
Austria;1987;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;10,67
Austria;1988;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;10,561
Austria;1989;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;10,381
Austria;1990;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;10,79082154
Austria;1991;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,62203232
Austria;1992;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,31617529
Austria;1993;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,40785586
Austria;1994;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,2558475
Austria;1995;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,24123188
Austria;1996;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,62547783
Austria;1997;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,84017036
Austria;1998;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,29882931
Austria;1999;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,07114284
Austria;2000;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,78274034
Austria;2001;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,79990638
Austria;2002;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;13,05614206
Austria;2003;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;14,1552789
Austria;2004;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;13,76781764
Austria;2005;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;13,70961753
Austria;2006;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;13,69300378
Austria;2007;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,86062618
Austria;2008;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,75191024
Austria;2009;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,11079206
Austria;2010;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,66899697
Austria;2011;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,03894055
Austria;2012;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,80230173
Austria;2013;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,14818886
Austria;2014;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,64975667
Austria;2015;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,54515218
Austria;2016;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,915945
Austria;2017;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,12868232
Austria;2018;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,31061456
Austria;2019;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;12,748117
Austria;2020;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,095988
Austria;2021;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,4626283
Austria;2022;AUT;40;Europe;Europe;0;1;1;0;oilcons_mt;11,19244899
Azerbaijan;1985;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;8,251865099
Azerbaijan;1986;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;8,649398251
Azerbaijan;1987;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;8,144260304
Azerbaijan;1988;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;8,344730129
Azerbaijan;1989;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;8,140393732
Azerbaijan;1990;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;8,542886007
Azerbaijan;1991;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;8,240032698
Azerbaijan;1992;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;8,031482385
Azerbaijan;1993;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;8,000764228
Azerbaijan;1994;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;7,301815718
Azerbaijan;1995;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;6,580227642
Azerbaijan;1996;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;5,936747967
Azerbaijan;1997;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;5,646300813
Azerbaijan;1998;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;5,947373984
Azerbaijan;1999;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;5,749821138
Azerbaijan;2000;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;6,368644986
Azerbaijan;2001;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,025926829
Azerbaijan;2002;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;3,681
Azerbaijan;2003;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,3
Azerbaijan;2004;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,603
Azerbaijan;2005;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;5,376
Azerbaijan;2006;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,806
Azerbaijan;2007;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,759
Azerbaijan;2008;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;3,8157
Azerbaijan;2009;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;3,2221
Azerbaijan;2010;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;3,1472
Azerbaijan;2011;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,147
Azerbaijan;2012;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,3593
Azerbaijan;2013;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,6738
Azerbaijan;2014;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,5497
Azerbaijan;2015;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,6403
Azerbaijan;2016;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,6362
Azerbaijan;2017;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,674982886
Azerbaijan;2018;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,847060712
Azerbaijan;2019;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,725771843
Azerbaijan;2020;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;4,6583
Azerbaijan;2021;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;5,2683
Azerbaijan;2022;AZE;31;CIS;CIS;0;0;0;1;oilcons_mt;5,6947
Bangladesh;1971;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;0,676
Bangladesh;1972;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;0,835
Bangladesh;1973;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;0,947
Bangladesh;1974;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;0,982
Bangladesh;1975;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,146
Bangladesh;1976;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,24
Bangladesh;1977;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,222
Bangladesh;1978;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,299
Bangladesh;1979;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,439
Bangladesh;1980;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,625
Bangladesh;1981;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,675
Bangladesh;1982;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,65
Bangladesh;1983;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,476
Bangladesh;1984;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,489
Bangladesh;1985;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,66
Bangladesh;1986;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,79
Bangladesh;1987;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,76
Bangladesh;1988;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,765
Bangladesh;1989;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,922
Bangladesh;1990;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,86
Bangladesh;1991;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,722
Bangladesh;1992;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;1,923
Bangladesh;1993;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;2,161
Bangladesh;1994;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;2,247
Bangladesh;1995;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;2,933
Bangladesh;1996;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;2,99
Bangladesh;1997;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;3,429
Bangladesh;1998;BGD;50;Asia Pacific;Asia Pacific;0;0;0;0;oilcons_mt;3,793
